Accession;Peptide count;Unique peptides;Confidence score;Anova (p);q Value;Max fold change;Power;Highest mean condition;Lowest mean condition;Mass;Description;W2_20241206_LSanders_K1_01;W2_20241206_LSanders_K1_02;W2_20241206_LSanders_K1_03;W4_20241206_LSanders_K2_01;W4_20241206_LSanders_K2_02;W4_20241206_LSanders_K2_03;W8_20241206_LSanders_K3_01;W8_20241206_LSanders_K3_02;W8_20241206_LSanders_K3_03;W12_20241206_LSanders_K4_01;W12_20241206_LSanders_K4_02;W12_20241206_LSanders_K4_03;W16_20241206_LSanders_K5_01;W16_20241206_LSanders_K5_02;W16_20241206_LSanders_K5_03;W20_20241206_LSanders_K6_01;W20_20241206_LSanders_K6_02;W20_20241206_LSanders_K6_03;W24_20241206_LSanders_K7_01;W24_20241206_LSanders_K7_02;W24_20241206_LSanders_K7_03;W28_20241206_LSanders_K8_01;W28_20241206_LSanders_K8_02;W28_20241206_LSanders_K8_03
O75636;10;8;74.8587;2.65252708686603E-10;5.30505417373206E-10;1.74583127036645;1;W12;W2;33416.275;Ficolin-3 OS=Homo sapiens OX=9606 GN=FCN3 PE=1 SV=2;16845.3630785824;17048.8960070771;16520.3916811777;22606.9840939409;24124.0647335043;24817.5915331354;28358.3890121338;28121.6331549696;30666.9550382332;29609.166037332;28792.3856246401;29613.9221313761;23388.8965449377;23300.121770545;23547.4259414773;26702.2070420842;23954.623796418;26256.3798966285;22436.7118160229;21743.275801264;22277.0838626467;23116.5771774923;24862.799522516;25985.8446572575
"A0A0B4J1V0;A0A0B4J1V6";10;6;62.7039;2.76574985136335E-10;5.49952571600574E-10;4.25361371867235;1;W24;W8;13096.889;Immunoglobulin heavy variable 3-15 OS=Homo sapiens OX=9606 GN=IGHV3-15 PE=1 SV=1;64107.7731871898;57587.5195735759;57619.6743740448;81206.6464922323;88198.6433109742;85236.4550641839;23397.796796647;22940.4312251233;22199.4342916031;27150.4395622158;49347.2150475883;33711.678822276;45188.8733957916;48158.4196956064;50790.869787743;47974.646263101;49717.594925465;50007.6267594153;94493.4139745521;97421.2698423446;99618.0568450014;98890.6214567091;95406.7408601597;91542.2268817517
Q9BQS8;4;3;28.3393;2.82031953346973E-10;5.57580413513556E-10;1.9037689001969;1;W2;W8;168693.6707;FYVE and coiled-coil domain-containing protein 1 OS=Homo sapiens OX=9606 GN=FYCO1 PE=1 SV=3;151025.205489542;127964.190167625;123758.591720212;133071.63412564;132332.820135106;136041.265715212;68335.9590260481;72070.5847663543;71146.4379459395;83769.2967380489;85632.8807772015;84484.4977605365;109887.119810936;109722.784563181;109172.287384202;122769.159117424;120558.038401968;123165.616934362;123204.599572414;118464.88563589;116170.553961975;96727.2602855328;90183.6635208523;80171.835190428
P01701;3;2;24.1183;2.88956969463072E-10;5.68006842830268E-10;4.06874025085167;1;W12;W28;12476.8041;Immunoglobulin lambda variable 1-51 OS=Homo sapiens OX=9606 GN=IGLV1-51 PE=1 SV=2;10242.9508200994;10623.0345645153;11085.3457626387;11261.726311369;12954.1320054411;11664.2644784522;17610.6356843669;13203.8118009607;16897.2813564341;21352.6491525126;19013.5465393845;15217.1111868119;12077.1933122655;11953.5263508423;9670.56154892728;6736.12289602755;6836.32497191491;6479.63201684999;15375.6588641474;15296.1069323352;15157.4094236142;4038.23799718355;4636.46237814264;4986.36016228723
P35527;9;7;50.8352;3.13855497147131E-10;6.13444835333028E-10;1.78524489795649;1;W20;W24;62292.5365;Keratin_ type I cytoskeletal 9 OS=Homo sapiens OX=9606 GN=KRT9 PE=1 SV=3;62920.3431591661;66033.5848893091;66633.7069531832;92487.6120832813;86615.7605032234;101565.43181542;78187.6852007315;80960.5251160094;85543.0427177147;70485.0327992298;73858.8353021695;79145.0176630333;79696.3097971641;78693.6126250563;82119.635646464;107642.892644893;121639.242654063;112060.364838354;64596.6165478821;63795.6242032224;62809.8181529895;101790.198207016;106486.825543973;105102.864273125
"P01624;A0A075B6H7;A0A087WSY6;A0A0C4DH55";9;8;41.3269;3.6908043288264E-10;7.17308863907504E-10;2.24260637885629;1;W12;W2;12610.169;Immunoglobulin kappa variable 3-15 OS=Homo sapiens OX=9606 GN=IGKV3-15 PE=1 SV=2;29328.1001114445;28254.3120110936;28773.1914683299;33210.6999858525;34785.1477295619;37645.0694547471;43589.8551629728;38073.7548824701;44119.3481225829;61545.6446253506;65952.8221463294;66163.1606911856;36560.4557045687;37450.4860049858;39242.6621591834;37536.5602683163;39444.443228632;42034.054936154;38776.047764071;39665.4285603028;41417.4362918719;37760.7359054168;37704.5418249322;41522.1348381305
A0A0B4J1Y9;4;1;40.1778;3.98682642455128E-10;7.70487803396428E-10;3.94800082840585;1;W4;W8;13374.0447;Immunoglobulin heavy variable 3-72 OS=Homo sapiens OX=9606 GN=IGHV3-72 PE=1 SV=1;16843.708128543;16377.1137552342;16634.3351333981;29863.945135618;32635.7391954025;31539.484859074;9423.17612555041;6734.23029904918;7662.03366099593;8085.24033630982;8317.63197432242;10163.0964981401;13861.121113951;15217.7984076508;16287.8241173371;12366.0656081435;10170.7255110751;13269.8432468045;20198.4817343817;20096.5955341827;19397.5686911334;26886.699380304;38612.6180056217;27706.6271466091
O00391;9;8;54.5534;4.04408284637725E-10;7.75903918892595E-10;1.68588310496315;1;W20;W28;83376.2172;Sulfhydryl oxidase 1 OS=Homo sapiens OX=9606 GN=QSOX1 PE=1 SV=3;127761.804621138;141653.244672511;125485.738323609;135749.391458904;135712.624058816;143728.736762223;116390.775658692;115521.171964707;110677.747671936;108812.659989249;105048.557776114;103411.81178673;126521.013739634;130569.503797524;121915.015187335;137830.798861567;144151.542032973;139465.625325506;133290.666474459;128971.827908682;136893.333771887;88521.1624289161;83216.3127156302;78248.994842208
O15173;1;1;5.5391;4.05996236629846E-10;7.75903918892595E-10;5.49467186179932;1;W8;W2;23875.5191;Membrane-associated progesterone receptor component 2 OS=Homo sapiens OX=9606 GN=PGRMC2 PE=1 SV=1;7252.96929274618;9195.19206097047;10011.7539459132;13742.6362994311;12046.8437756729;11599.3710740993;57096.7421030359;45529.1167560266;42762.693203407;15719.1143882591;19614.5006212217;23819.8654905649;26121.0942417415;30113.750801362;28287.1382026968;29970.0924446367;32504.3007561256;36889.0069201307;23397.5118015301;21561.7073081351;21229.1500528133;24431.5140540878;25619.6358651689;23385.6663275155
Q9NUI1;2;1;17.2889;4.21970236530456E-10;8.01976582135231E-10;3.22608455826867;1;W8;W28;31119.7854;Peroxisomal 2_4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing] OS=Homo sapiens OX=9606 GN=DECR2 PE=1 SV=1;811811.537055289;1003909.88054723;803720.212958635;888805.215814907;932962.443732145;1067021.50603756;2050380.44988616;1992655.60009892;1550367.70259635;1286024.81818645;1215143.19571769;1192242.44582926;1295772.58386219;1438328.24863137;1636119.18466086;1772311.5203748;1837660.85111168;1837619.54893037;1640367.00255982;1577228.54259474;1603416.36434502;604739.999563001;525093.891586636;603971.795451222
P02763;53;41;262.503;4.82658024658633E-10;9.12276705948186E-10;1.9848792777935;1;W28;W12;23767.7493;Alpha-1-acid glycoprotein 1 OS=Homo sapiens OX=9606 GN=ORM1 PE=1 SV=2;512765.218741246;529859.409769162;482353.02105619;680527.736501467;746982.887356303;797205.227915064;648827.734479665;583645.204659716;522340.153063718;385338.703747527;378632.60256583;379879.456479238;417582.708017808;447210.868873501;430704.215785018;425359.356756173;432882.607816424;449592.253550539;622130.747662547;693071.940433807;660700.784032078;716554.790138035;742410.418686774;811440.467130506
P00751;80;71;574.5836;5.28384003217752E-10;9.93246432278179E-10;2.43844401975574;1;W4;W12;86901.6402;Complement factor B OS=Homo sapiens OX=9606 GN=CFB PE=1 SV=2;246198.418836929;224102.428203665;207558.869578437;285863.386244463;300116.441337203;297106.992758267;142641.293357061;107493.144463962;146679.999199702;122740.901917738;121735.185853575;117675.683270121;213835.120354486;208342.317527349;206446.295799564;219624.70257649;211857.839731207;223269.28791597;266512.043266533;255144.053881445;259587.400452175;245812.193235665;231977.667511844;216986.474393344
P05452;10;10;78.1319;5.46121814437583E-10;1.02101034873113E-09;2.24585859852365;1;W24;W2;22936.0447;Tetranectin OS=Homo sapiens OX=9606 GN=CLEC3B PE=1 SV=3;12678.5719679306;13323.9483421727;15225.5423327011;16265.1785695465;17610.2829778075;17300.305317458;19932.7822929138;23749.3028682293;22810.1869501642;19161.6057062432;20805.7959584257;21559.9054410408;26914.8052824384;28322.0712139503;30079.0996554394;25193.2967546114;27744.6920638943;27540.0329670648;33093.6459740601;29157.8578891967;30340.895123557;27855.7346801702;28557.0842105336;31214.7787471078
P80108;33;25;257.5202;6.44172160058076E-10;1.19781201654042E-09;2.6367037256093;1;W28;W8;92963.8981;Phosphatidylinositol-glycan-specific phospholipase D OS=Homo sapiens OX=9606 GN=GPLD1 PE=1 SV=3;216387.715429797;208723.622320157;213535.633579789;174463.77233395;176118.446792376;182619.541762008;104147.791961958;129814.142988452;137821.515183345;181580.998150584;160479.541020386;141687.955382734;158489.070366658;164240.1551865;171486.815344326;127653.83826244;132060.450432372;132525.113964372;174976.09644163;166710.42583441;175733.438491079;318323.906897537;326641.102796285;335317.798393729
Q6ZP82;6;3;31.6305;8.48265346853339E-10;1.56883483504058E-09;1.70062700951001;1;W20;W12;176264.4948;Coiled-coil domain-containing protein 141 OS=Homo sapiens OX=9606 GN=CCDC141 PE=1 SV=3;107081.764930895;97534.8295089946;99222.845407312;129048.052476059;133693.88839109;124260.980485361;113464.460315092;110118.83727843;111188.50763691;87347.3567156833;78946.6589639859;81632.410553332;113395.399439807;115290.566032558;115066.413275892;135269.490955997;142293.376879867;144067.508987268;136987.881244531;134163.309995953;140472.447745055;109284.348908383;114379.796025617;126549.16124416
P02768;99;84;665.9109;9.68521596256267E-10;1.78166539632169E-09;1.80387794942577;1;W24;W8;71362.7109;Albumin OS=Homo sapiens OX=9606 GN=ALB PE=1 SV=2;175148.364466711;157368.756249467;156583.489889785;166284.746738366;169432.184626469;183441.111501494;134015.836128094;122769.181525539;127398.327888329;155383.912864775;170285.023517944;158281.60684069;175643.89729003;168248.629916734;176922.906315344;177496.678323061;182541.922523547;181244.503749359;232389.261701346;228044.241136789;232586.362721632;190746.596909041;193229.801845412;205109.162115685
"P01780;A0A0B4J1V1;P01762;P01763;A0A0C4DH32;A0A0B4J1X8;P01766";17;10;122.0237;9.78303660303936E-10;1.79008754864125E-09;4.29425828130811;1;W28;W8;13113.8351;Immunoglobulin heavy variable 3-7 OS=Homo sapiens OX=9606 GN=IGHV3-7 PE=1 SV=2;29232.9265272153;25118.4858406291;25850.4494799918;39670.2324653736;37260.3896226105;41405.6973696484;9001.0971228574;13821.9289188593;13070.6762135431;14211.1634208478;17875.2621638344;19674.8117192204;30310.5079484241;30234.6744522802;33402.0444605204;22094.6425721205;23510.0776102289;26100.9613889427;40584.1188013588;38013.3632523565;39330.0660858761;48119.536106413;49495.8841680919;56521.4078819519
P06312;3;3;16.1619;1.05247488502158E-09;1.91561566374298E-09;24.6841148806752;1;W28;W8;13494.1195;Immunoglobulin kappa variable 4-1 OS=Homo sapiens OX=9606 GN=IGKV4-1 PE=1 SV=1;6912.89558423147;7376.0320618455;4272.65410832084;13543.15779196;15345.399619903;12501.7458308257;1593.52351078579;1602.95797782794;570.033542954333;2639.77682697373;2096.68022963844;1635.5539562222;3986.65907266848;4148.74680475948;4247.9235740537;1817.38101843069;2316.26975401824;2657.27232124549;12478.3937184809;11433.0688974725;12014.5339053985;29192.1980990007;25365.2396062309;38415.6520337844
P01031;106;90;838.29;1.11153342086112E-09;2.01246050934856E-09;1.80276695469505;1;W20;W4;190016.3479;Complement C5 OS=Homo sapiens OX=9606 GN=C5 PE=1 SV=4;102237.369677684;111950.395856406;105059.52495914;99430.9518222879;104935.043722909;101182.879392102;138929.610639499;141113.286853436;141975.802262393;110251.930213055;104387.596117193;109216.946532092;145654.635824059;147846.80349224;157459.517792122;176220.936968999;188982.410108842;185630.067703372;119983.758872664;111921.176386644;122625.448642595;104799.704019193;94219.1841428911;117991.323269989
Q86TB3;7;5;44.3103;1.15563270064456E-09;2.08134894775774E-09;7.61765887561098;1;W24;W28;240035.4046;Alpha-protein kinase 2 OS=Homo sapiens OX=9606 GN=ALPK2 PE=1 SV=3;77230.6090244213;55883.9716536495;78082.5227042735;25790.8649213101;24292.9709821865;23884.4857555282;32499.7779087473;18768.3902621024;24495.4324725882;46595.7457321695;42422.7640942002;29366.2118354186;60570.7996252746;66093.2782665899;62060.1736616843;25808.6436013896;23418.9367596561;25881.4307574542;114864.917367886;114058.066114474;97602.0456987278;16705.3737294607;14795.5028831547;11363.3464397589
B9A064;21;3;223.3404;1.32596156277032E-09;2.37568113329682E-09;7.05280241386745;1;W2;W20;23405.4375;Immunoglobulin lambda-like polypeptide 5 OS=Homo sapiens OX=9606 GN=IGLL5 PE=1 SV=2;8058.37463537077;8858.27233573284;9372.50983054052;6903.57199300982;7812.28456964262;9281.78855518038;6883.4010056568;6249.42809023215;3861.89040282804;2116.96481045951;1355.64513576869;1010.98942702998;1848.60368197519;2091.7078674125;2145.44643210487;1386.52503177724;1174.79334619529;1166.15834106238;2034.01746848058;2198.09897607629;1885.73621936554;4537.32574273902;4166.9494365786;3733.35995493528
P37802;4;4;23.5799;1.35084665675578E-09;2.40772668354398E-09;4.049078661952;1;W8;W28;22562.5876;Transgelin-2 OS=Homo sapiens OX=9606 GN=TAGLN2 PE=1 SV=3;2772.09587294868;4338.22902525199;4174.36348206651;2959.02749472221;2475.2051697837;2669.74242415499;7649.61240083401;7792.76911063873;7891.7975587215;6897.28465613285;6745.90520074352;7878.88804193256;6395.69841735657;5915.72715078326;4490.35792892736;7031.52306381698;7104.94831628162;6208.59660255848;5491.30716181571;5801.91998441216;5562.31268957318;1770.29757731639;2128.9255164102;1863.6135953846
Q9Y2F5;14;8;81.2637;1.36167355169192E-09;2.41451392671145E-09;2.3955137506231;1;W2;W4;250913.5185;Little elongation complex subunit 1 OS=Homo sapiens OX=9606 GN=ICE1 PE=1 SV=5;44935.3003893169;36397.9117179481;35100.9678393863;15397.6629611303;16110.8462701316;17096.5884920825;21904.4285093889;23328.2619316599;19811.9195548852;33499.6276052114;32626.8895381177;31711.63146628;27259.2036750675;27242.0428492035;27507.4712607836;30774.1278121081;30194.9086615775;32125.5052796702;24880.5003473826;25274.7998384025;27807.8792251671;29236.1144226595;28971.8274825366;32024.8617733708
"P01717;A0A075B6K0";3;1;22.9693;1.66826075176374E-09;2.94298306977808E-09;95.8737889368261;1;W4;W24;12182.4932;Immunoglobulin lambda variable 3-25 OS=Homo sapiens OX=9606 GN=IGLV3-25 PE=1 SV=2;873.147338624505;2930.04570651853;2140.51121672404;2983.48238410155;3663.09434051989;4300.46405299753;674.1883469446;674.502016818296;833.262320528515;494.450089043312;235.958129656929;172.14087514045;48.2880779384007;62.3612442802641;49.6082149728708;48.4033336986254;38.3278427554124;43.6736985407176;37.6499434958215;40.5046951577425;36.0271507490877;162.116453926217;122.728648529761;29.1990121539777
A0A0B4J1U7;2;2;21.6694;1.69985547859852E-09;2.98341981958108E-09;6.27654646146888;1;W28;W12;13595.3486;Immunoglobulin heavy variable 6-1 OS=Homo sapiens OX=9606 GN=IGHV6-1 PE=1 SV=1;10420.0746739992;9304.2020719992;6809.49947423633;7072.29257386225;6516.12336245274;6067.89361251567;3902.00625955964;4228.38060586047;3343.78132441276;2877.84396789808;2783.91221857842;3302.37819983196;6087.17590626239;5448.76883023446;6335.86270353721;5388.23164896542;6930.97342939599;7865.79235366072;10986.0225184636;11563.7425638782;9389.78599943531;17816.6511702255;22761.6773417446;15685.4774505457
P02766;17;17;112.5599;1.8105740240415E-09;3.16161149375775E-09;2.39630993597627;1;W8;W28;16001.0979;Transthyretin OS=Homo sapiens OX=9606 GN=TTR PE=1 SV=1;62594.3399191387;56371.9453147488;41897.9213346701;56779.0828239856;57557.2712231998;58237.0445190183;123203.232002337;120584.652137202;121027.749281778;102491.141361546;97794.2573231682;94486.4039592509;55601.3627807755;55593.1919186431;58477.703122438;80956.751451465;82651.5796093047;86724.0534886977;79284.4659209874;81272.5568159208;70964.1921533421;52078.6795814407;49988.4633580472;50173.4449511971
Q13976;7;6;45.3845;1.94445182177816E-09;3.37823952874589E-09;2.09519119740766;1;W16;W28;76991.907;cGMP-dependent protein kinase 1 OS=Homo sapiens OX=9606 GN=PRKG1 PE=1 SV=3;14530.3739168549;18605.9868306521;16175.7740768291;17807.7781904447;17662.181682667;18283.5325307168;20986.942904472;21119.5125901639;19393.4236310051;15938.062755334;18646.5875431993;17759.7219983668;22047.5675250441;21975.2567184549;21239.4992088563;18920.9555496785;18022.8594300966;18650.8173224664;17800.4345016239;18481.6449994418;18214.0163967144;10249.8900093156;10621.5165852975;10277.2177090319
"P68032;P62736;P68133;P63267";14;3;133.6856;2.06510963884909E-09;3.56983776765874E-09;3.13141606390553;1;W24;W28;42361.2493;Actin_ alpha cardiac muscle 1 OS=Homo sapiens OX=9606 GN=ACTC1 PE=1 SV=1;6426.73120476198;7869.84313454892;8098.78828067965;6455.13711810981;6533.50181970175;6567.11498184673;7241.73258455633;6538.75530048983;6732.95155123941;8126.76273612875;9402.94809099355;9555.17092824452;8560.80217389777;8368.6041363534;9150.11595643307;5945.90370322121;6716.51929324209;6035.16619082801;13786.0170596275;13592.8110191627;17043.9765261611;5230.07611080126;4650.8660646366;4305.22909608165
Q3KQU3;21;12;121.5459;2.11329509447467E-09;3.63486756249642E-09;2.71709713516634;1;W4;W24;93162.1556;MAP7 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=MAP7D1 PE=1 SV=1;38397.0742815257;46911.2854545683;37083.5514311168;82499.9151903534;82303.6411186144;86785.1666245394;30342.162896227;34644.5884985702;35545.5884937212;31643.9698993978;32865.3273897135;31734.6566172709;33192.7453069757;36991.1011603282;38711.650908534;33218.7767462596;31108.9888907517;28548.465958723;30773.6444673898;32400.1741642274;29420.8551756938;39026.7229209784;39400.1780608677;49734.5177013662
Q76NI1;4;3;20.556;2.23577734104197E-09;3.82640500158426E-09;5.48295809065201;1;W28;W12;193620.808;Kinase non-catalytic C-lobe domain-containing protein 1 OS=Homo sapiens OX=9606 GN=KNDC1 PE=1 SV=2;35749.9738097566;38399.6872119829;38546.2994938686;40374.1516378737;44116.868721884;42577.9545971649;15924.402324441;10053.8349827814;7955.82104815232;10392.7468488137;8937.30433527502;8061.20287692167;16411.6486551699;18642.9425925118;16518.6928350858;15370.9507335895;12819.5697934609;11473.4590588328;20190.1840108251;28215.4232560021;31844.7544347073;47991.0542494459;50230.4338624239;51963.609955052
Q8TD57;13;8;90.5046;2.53603216204823E-09;4.31878744428015E-09;2.48419121094141;1;W28;W4;474079.8191;Dynein axonemal heavy chain 3 OS=Homo sapiens OX=9606 GN=DNAH3 PE=1 SV=1;92433.4678611783;82245.6028505932;77167.9488582549;53851.2110249231;58441.1289309136;61691.1427124447;105025.86623108;122200.693472525;98964.6945603527;111352.119666567;96481.3807990441;95129.5628920673;107489.031525056;107206.901914394;111600.324192582;95353.8343761865;89149.7639380106;100140.170304407;122250.347329308;115867.317410702;120170.630729523;143332.58927273;137880.594728897;150995.054491894
Q9UGM5;9;9;42.4937;2.57398846681411E-09;4.35340073793899E-09;1.86406914760926;1;W24;W28;42910.4089;Fetuin-B OS=Homo sapiens OX=9606 GN=FETUB PE=1 SV=2;726116.491913682;573735.406077837;562078.475833629;533098.409227539;587248.124986487;528595.011896878;627639.818724529;611366.928830241;576544.110952967;403808.316888338;389522.631620345;393124.187969617;612356.213375182;591151.089121981;605186.095935926;572279.160303487;555080.614514391;567483.159541717;583731.014896148;641411.354111599;642014.900694285;338465.630047294;335457.337946565;327733.688411154
O43795;4;1;13.1552;2.58166787947545E-09;4.35340073793899E-09;3.80243643603459;1;W20;W2;133011.7074;Unconventional myosin-Ib OS=Homo sapiens OX=9606 GN=MYO1B PE=1 SV=3;2724.6402789974;4193.10519716453;2735.6809911114;4513.92884983364;4020.97478873007;4385.11439747905;11493.6566368697;9402.99652799454;11507.5532359864;9903.48859809198;10776.9516492809;11995.7728847115;10485.5056414348;11313.2150709783;10925.2869208379;12682.1727569561;11794.3517493814;12230.0160254033;6182.96014917655;5718.98446749798;5098.75102975272;4250.66443933345;3152.84988896647;5146.3386122132
Q86T23;1;1;13.436;2.61179289307023E-09;4.38271587910322E-09;1.99864714935837;1;W24;W8;12453.0164;Putative ciliary rootlet coiled-coil protein-like 1 protein OS=Homo sapiens OX=9606 GN=CROCCP2 PE=5 SV=1;52721.7320821409;54771.4939203397;52888.1040697348;54222.3908238743;54008.0976358637;58289.217940146;39316.8521577975;51795.3660156092;39191.7674365339;43323.0829121525;40135.3083030105;47030.8406890576;73637.7549304954;72957.2301316366;75198.5638016261;75750.764456662;80785.3536605221;77678.5960555049;85595.9828328489;85932.9707024925;88902.7358539999;76084.5671449308;74815.0890432223;86743.5027074789
P01782;9;3;72.5542;2.87409507304659E-09;4.7994597336312E-09;6.24634378110335;1;W24;W8;13115.8541;Immunoglobulin heavy variable 3-9 OS=Homo sapiens OX=9606 GN=IGHV3-9 PE=1 SV=2;21310.5528350974;13959.584785335;27492.1452591646;30712.9606261305;31928.911439788;34321.7815949916;8977.04093455025;7235.53301002043;8872.86970326539;17013.8413148039;19925.7013547357;17381.7825519148;29827.2575331718;30592.856579184;31805.9816048397;15937.2804416993;9783.79631552245;11929.4803279635;49838.644704609;55732.2662335406;51121.3939877298;47635.1863144126;42026.0541647653;39668.1926001219
P01709;2;1;22.9288;3.00104630035491E-09;4.98724602571058E-09;2.53207851494858;1;W24;W12;12495.7159;Immunoglobulin lambda variable 2-8 OS=Homo sapiens OX=9606 GN=IGLV2-8 PE=1 SV=2;26008.7657026124;28799.1176320356;28958.6335412773;28975.8546209664;29838.0904085305;30527.7656722915;20708.9485951621;22753.5635130729;19220.280232116;18781.5275854021;16643.2219339555;18842.5340811698;28277.5196820713;28852.1668717226;29803.1055939458;23874.8819503853;26603.4099706274;24875.2794481322;45453.9812654215;45397.8644725709;46557.1771315246;43313.9782568237;31527.0665528211;41543.9608449339
Q562R1;5;2;34.7809;3.02648994754406E-09;5.0053487593998E-09;8.03756348776152;1;W20;W4;42345.4528;Beta-actin-like protein 2 OS=Homo sapiens OX=9606 GN=ACTBL2 PE=1 SV=2;4429.39612281309;3409.79383390805;4457.46878406282;1544.05596836996;2007.83927036219;2528.8043564986;4644.31555662777;7718.89385958175;7562.56891121889;16282.0249965842;10671.8464056644;8048.75228212172;12711.5852444463;12303.879551595;13137.8999748075;17689.3576850778;16306.9271423356;14877.7242192595;3369.45184394003;4267.11853179628;4512.09909384929;2017.46725928392;2380.25859308677;2627.70627141029
Q9NZP8;10;5;82.8467;3.74868314167998E-09;6.1700813432436E-09;2.75468291723911;1;W24;W28;54239.7696;Complement C1r subcomponent-like protein OS=Homo sapiens OX=9606 GN=C1RL PE=1 SV=2;105462.22044213;118406.231815429;115263.71249463;225416.905328695;240403.350406315;255067.072029553;230492.053012052;223015.729613568;245858.563074057;144746.586747144;153357.366038896;129464.29584586;174643.047795171;138570.854462095;131519.634627858;78854.5352934873;109108.962033981;96868.1965243746;262532.510262735;252292.934966575;233196.989543532;108963.167858201;83548.7548459014;79033.8258434467
O14791;30;27;241.4441;3.92250121272752E-09;6.42543055799175E-09;1.78369044469826;1;W24;W8;44031.3007;Apolipoprotein L1 OS=Homo sapiens OX=9606 GN=APOL1 PE=1 SV=5;64543.5113157532;74160.8376521002;66719.6342915704;97908.1352125298;100939.402469302;104778.050099421;60177.5769477222;61215.8362428241;75791.0226102297;67442.976961719;70314.4957295981;74500.2317069401;81233.7292877116;82241.5999663098;89493.4771888228;98091.8250906726;103713.864512477;105159.699207316;119122.736612529;116416.620672082;116176.63669645;115181.586375905;109255.289267445;108068.434324557
P14625;8;4;38.1351;4.54770276991923E-09;7.41426423152708E-09;1.95461705630422;1;W24;W12;92754.1507;Endoplasmin OS=Homo sapiens OX=9606 GN=HSP90B1 PE=1 SV=1;84605.7543290857;84964.9925520422;75514.5228137347;85913.030582365;88849.8984616955;87140.9680756098;84096.8313325968;85101.319968707;80455.9540293646;70171.6512243546;64886.2970587639;68591.6612595144;79418.5234807654;89438.7061857532;93824.1208208578;83636.2115949589;83745.1753403976;86533.4513102618;132833.321978624;131965.769657663;133257.908685438;89338.5676292488;91430.9692838637;103076.560365293
P36955;38;33;240.1142;5.39753219896966E-09;8.75825979455454E-09;1.92895752272247;1;W24;W20;46483.3447;Pigment epithelium-derived factor OS=Homo sapiens OX=9606 GN=SERPINF1 PE=1 SV=4;96284.9569506681;90748.9322832702;91999.4903505818;115140.336078106;118576.17115768;118822.145092103;105277.955872856;135067.730871117;117466.639759213;129808.340301797;126841.720988503;135650.06916864;126356.247915186;133264.966856526;125152.626884516;91240.6298207515;91771.8108775949;91373.1596804883;175249.033877084;174526.228977508;179502.905122883;121560.680002161;121227.596935189;139324.362758934
P49908;9;7;66.5583;5.59939250521779E-09;9.04315033706536E-09;1.84092534356814;1;W20;W2;42642.7579;Selenoprotein P OS=Homo sapiens OX=9606 GN=SELENOP PE=1 SV=3;148138.99196099;190606.73062424;162221.170358928;196175.53110654;184452.540965464;204918.175956587;264046.91063167;253467.663547624;250166.176222695;208630.966294289;195210.602034225;195280.082951591;207475.022030923;221687.914635362;238971.203090949;309216.661961355;304020.308685692;309005.678862443;298044.894600194;300717.189310296;310593.799162626;182598.652941233;168467.817173206;194465.929138278
Q96Q11;2;2;12.4664;6.13668749149809E-09;9.86458176203432E-09;4.94901912906515;1;W24;W8;50355.75;CCA tRNA nucleotidyltransferase 1_ mitochondrial OS=Homo sapiens OX=9606 GN=TRNT1 PE=1 SV=2;18784.4690429622;15038.0614738946;18153.626465645;12322.0093918295;9211.22752058311;17688.4825955128;3445.52002466689;5863.66718998833;5340.62079417185;5302.26587295553;5831.45521922857;5385.93446911855;10165.415876797;10575.7358000829;11742.7020146383;7059.49105509294;7424.48944125873;7217.6303813481;23906.251945893;24494.9091425706;24101.0189843534;20544.3414026022;20205.1407145891;17587.8864333577
P02654;14;14;102.8941;6.36085151217713E-09;1.01773624194834E-08;1.8998249888546;1;W20;W12;9331.9412;Apolipoprotein C-I OS=Homo sapiens OX=9606 GN=APOC1 PE=1 SV=1;76395.969775308;66677.4208002685;67321.7640878611;90054.9169069834;89508.7800293579;91961.5915273256;64697.5474036175;80919.6124356168;72776.6043608999;66028.5874594894;69568.508679516;70395.7270517823;81254.5339066982;84930.5621560356;86966.8604464417;134332.226868934;125862.442942564;131155.643211068;68182.6759473814;66539.4639672653;73979.9386229584;86708.9471873061;87000.3202518579;96869.5883813891
O75882;12;11;71.2295;6.60913668237839E-09;1.05256621237878E-08;7.84801309787741;1;W24;W2;163555.541;Attractin OS=Homo sapiens OX=9606 GN=ATRN PE=1 SV=2;6695.47182910249;9504.44042253454;4869.67790480999;13220.3213735726;15351.0422242068;12835.831764183;19610.1278371472;32294.6675641823;15726.709320256;32808.6297566198;33757.2023746521;36813.5340902686;40859.1984259355;45561.4838913047;48681.0185589198;47800.9628931575;52342.9296436414;46167.4142199135;55704.6757340566;54781.2181959992;54868.5255846493;40486.7801696808;29814.4187222828;27092.0452062571
