Accession;Peptide count;Unique peptides;Confidence score;Anova (p);q Value;Max fold change;Power;Highest mean condition;Lowest mean condition;Mass;Description;W2_20241203_LSanders_A2_01;W2_20241203_LSanders_A2_02;W2_20241203_LSanders_A2_03;W4_20241203_LSanders_A3_01;W4_20241203_LSanders_A3_02;W4_20241203_LSanders_A3_03;W8_20241203_LSanders_A4_01;W8_20241203_LSanders_A4_02;W8_20241203_LSanders_A4_03;W12_20241203_LSanders_A5_01;W12_20241203_LSanders_A5_02;W12_20241203_LSanders_A5_03;W16_20241203_LSanders_A6_01;W16_20241203_LSanders_A6_02;W16_20241203_LSanders_A6_03;W20_20241203_LSanders_A7_01;W20_20241203_LSanders_A7_02;W20_20241203_LSanders_A7_03;W24_20241203_LSanders_A8_01;W24_20241203_LSanders_A8_02;W24_20241203_LSanders_A8_03;W28_20241203_LSanders_A9_01;W28_20241203_LSanders_A9_02;W28_20241203_LSanders_A9_03
P00742;24;20;157.4955;0.000342807474190132;2.16157481937949E-05;3.14917387790803;0.997504563091759;W0;W8;56100.424;Coagulation factor X OS=Homo sapiens OX=9606 GN=F10 PE=1 SV=2;134005.405161827;124175.482011918;126528.147247663;196892.314078097;181653.185305053;188813.857751385;59011.2655864835;64142.7182778636;66522.085788197;81810.4533641295;75291.7727748449;81667.417389126;93017.5681181528;93947.6889710842;95175.9297154027;97235.7578525929;92001.6947350107;97783.7303526615;104434.272030924;110156.444988285;107149.45971039;124009.010684378;127878.678575618;131295.037207198
Q92820;7;5;45.2266;0.000352961365135962;2.21211176025066E-05;2.19012330880769;0.997402365818831;W0;W4;36363.6229;Gamma-glutamyl hydrolase OS=Homo sapiens OX=9606 GN=GGH PE=1 SV=2;52241.2465156461;48633.6601520834;48446.2537725248;45672.1209869299;47707.3281311613;51129.3805990081;70358.7673765827;65160.0292128449;68087.4316453795;53617.111263905;52820.7896530633;55305.1999481988;61569.6657972922;63432.2565061684;64578.7644140076;68287.2915958629;65026.5927004937;64998.1500371991;73262.4004906749;77782.8370105584;85506.3074264931;86673.7302155331;96179.2887664189;102420.100432561
P43251;12;12;100.7673;0.000380621425979166;2.3710951505648E-05;3.69331646437822;0.997120893947351;W0;W2;62045.4586;Biotinidase OS=Homo sapiens OX=9606 GN=BTD PE=1 SV=2;27914.7627434438;26605.4583857161;25839.1112908659;44623.5707486635;42386.8785715843;41905.767313017;33812.1841876398;29660.7855015404;31704.2582316018;38653.1508731546;42912.0088411562;44642.6172327537;45945.0186383563;44401.8825429448;46114.2725966938;41157.2082236942;43662.4075082175;42575.5862715802;50933.6746326408;56390.6756331021;51424.8306709071;71987.039476609;73893.9607950089;73107.4170572456
P05160;26;23;146.7714;0.000399077504438683;2.47118133453907E-05;1.60473031876383;0.996930808927608;W4;W20;77791.8674;Coagulation factor XIII B chain OS=Homo sapiens OX=9606 GN=F13B PE=1 SV=3;27670.4898946002;25976.6643968338;23879.3448186166;34178.8451937966;30528.2644843356;31586.1823347376;20382.3879425336;22821.1886941176;21674.9403013334;29969.9940343015;30714.1789367455;30366.8728082026;24101.4536434633;24004.63401209;23721.2708614622;19214.1249066261;21056.6330295846;19735.1451659674;21577.2878337967;25503.2041789369;22127.8021517453;26253.1491915728;27920.5169330515;24781.8749353487
Q8N4C6;8;6;60.5169;0.000403080198302375;2.481110005861E-05;2.32685675077214;0.996889363666637;W2;W28;245359.3052;Ninein OS=Homo sapiens OX=9606 GN=NIN PE=1 SV=4;63731.9402964451;68868.287423122;66869.5496311586;59429.2885078689;67817.9581492135;68351.3458119022;53607.1389064167;55682.3199822787;55660.737718765;56256.4566448134;53396.5183998391;51780.2743250037;54499.1075813425;48412.3057674184;41780.7959690752;45265.4913222151;45245.5513017481;42701.9716323503;46113.1207019684;47974.03483034;32751.8537579744;32375.3135945154;30635.9587408932;22713.7200967786
Q13042;6;2;35.2058;0.000416576546470426;2.54901240478925E-05;9.79641051718493;0.996749073426048;W4;W8;72454.1547;Cell division cycle protein 16 homolog OS=Homo sapiens OX=9606 GN=CDC16 PE=1 SV=2;5078.374356153;5472.22079519787;5568.98314777973;14616.0741419801;14409.3748649757;14860.3894560434;1564.43298716076;1570.66200924412;1344.69261417089;6003.77495669596;6017.54188960837;5730.80945848414;2958.24503680493;2642.87213572237;2705.79648334441;8909.26504344217;10334.1921253373;10045.4113971557;9077.27866941863;10755.7198653668;9006.92330516019;5456.28665847949;5737.47801055854;5751.80512395629
P02768;57;50;481.5373;0.000422048327267888;2.56730283454384E-05;3.53477793041646;0.996691965802226;W0;W12;71362.7109;Albumin OS=Homo sapiens OX=9606 GN=ALB PE=1 SV=2;332740.491129179;310462.984758172;303575.816033535;542061.955696079;557391.630061471;549085.887330308;364648.599553919;361603.604870667;378036.078636921;285294.325420495;283013.59432213;288484.815054541;392769.442138337;398282.424492077;393976.164881391;410052.985472586;423055.975828838;413170.070958935;475851.905768827;468934.25948592;481318.755393862;499104.546311123;514620.331029245;511310.017096738
"P0DOY2;P0DOY3";9;1;151.8511;0.000448130513244327;2.67868873697176E-05;1.40352639156522;0.996418058798246;W2;W8;11464.6553;Immunoglobulin lambda constant 2 OS=Homo sapiens OX=9606 GN=IGLC2 PE=1 SV=1;43615.6779644801;43619.075924764;41580.0404939423;41052.4420879619;42362.425415834;40881.0350991933;31358.9685003382;29638.0532181763;30782.3670819567;34977.3308840791;35917.7185220594;35445.2075790691;32191.1411649864;32718.8950394489;32959.9321286449;30741.7236867929;30740.7189209271;31317.8496020838;32084.5175993952;32017.3881435866;31068.2282632909;34449.8924219512;36606.2297875671;35633.7388520651
"B9A064;P0DOX8";16;6;172.798;0.000448130513567291;2.67868873697176E-05;1.40352639156522;0.99641805879482;W2;W8;23405.4375;Immunoglobulin lambda-like polypeptide 5 OS=Homo sapiens OX=9606 GN=IGLL5 PE=1 SV=2;701288.775158776;701343.410361454;668558.120151112;660074.958655674;681137.948992085;657318.93598637;504215.310553112;476545.017972489;494944.238284537;562394.319629635;577514.646209236;569917.226292283;517595.667707872;526081.328953548;529956.921697694;494290.740319059;494274.584866336;503554.167057505;515881.286246751;514801.923594646;499540.549681704;553913.729843125;588585.09712517;572948.58730027
P0CG04;14;5;131.7808;0.000448130513588607;2.67868873697176E-05;1.40352639156522;0.996418058794705;W2;W8;11518.7502;Immunoglobulin lambda constant 1 OS=Homo sapiens OX=9606 GN=IGLC1 PE=1 SV=1;309454.766203075;309478.874850568;295011.846892443;291268.517681678;300562.895377393;290052.37907945;222492.982306608;210283.027970224;218401.975002699;248165.390434951;254837.473736933;251484.992009823;228397.276574119;232141.708839222;233851.875448215;218113.608687303;218106.479838215;222201.242280092;227640.778633433;227164.492788019;220430.170118876;244423.196031434;259722.485334584;252822.62800976
P13646;3;1;19.9857;0.000482982912497154;2.87042600637399E-05;19.9881470621891;0.996048130257029;W28;W2;49930.4782;Keratin_ type I cytoskeletal 13 OS=Homo sapiens OX=9606 GN=KRT13 PE=1 SV=4;15681.9119320624;12160.8136609912;13474.4408719067;38174.0518944114;33478.4077383761;34803.4523336383;94157.8793299847;90887.3343166746;92854.3857435014;16803.284628937;17378.6091400657;16722.5890278273;37875.7495530289;39230.022226871;38439.4992129633;34982.8500664717;36000.226849455;36883.9780710084;97188.874041126;100870.809024334;103686.20859814;266205.733577594;286684.665852085;272963.200064892
P02753;22;20;173.0369;0.000511228391709806;3.02093064348429E-05;1.55104743969934;0.995745489757509;W0;W2;23352.2121;Retinol-binding protein 4 OS=Homo sapiens OX=9606 GN=RBP4 PE=1 SV=3;234392.896485568;210335.133396814;215398.304190232;329640.756108941;330871.608086917;338657.484524447;253761.749116843;245393.386623794;253443.578915813;231178.437549795;230944.529199858;238257.677011777;291494.84520662;286348.08497461;284909.587816724;298919.811814115;293107.266826301;291106.312643261;281054.308311134;307028.401730311;281102.194139731;329645.521296828;344735.030220633;331625.353802876
P00740;13;11;94.2359;0.000522607523756213;3.0706253311834E-05;4.68758037926901;0.995622931995213;W2;W28;53147.1486;Coagulation factor IX OS=Homo sapiens OX=9606 GN=F9 PE=1 SV=2;242668.340334488;238651.579234847;221106.266572922;210726.101243821;254510.810423334;233793.848989303;138477.788258148;126753.456744571;130053.021099109;193684.742819753;186308.009296066;187207.038765425;158642.366790533;161809.063918788;165669.00875402;174700.423640323;180224.351167842;180608.43477171;124311.15136793;129347.163314559;125209.534612304;51394.6458025282;51137.8016864816;47315.902685157
P0CF74;6;1;92.7366;0.000542260141411122;3.16687790757648E-05;1.52985508257135;0.995410488510019;W4;W0;11447.6279;Immunoglobulin lambda constant 6 OS=Homo sapiens OX=9606 GN=IGLC6 PE=1 SV=1;137329.585984525;132436.465569054;127634.722730567;140632.472329751;154140.980836125;148670.585827147;103282.132632618;100958.280976899;105209.332911884;113392.61346323;115107.811962909;115793.542806795;104309.455681699;104800.4461546;104896.370300143;97221.9772812337;97904.0615728047;100302.915119721;101396.838641493;102474.56947814;98972.1547849856;101541.99566076;111158.383471422;107183.142206149
Q92954;16;15;103.8549;0.00054511418614922;3.16687790757648E-05;15.3412368719688;0.995379559038591;W0;W2;152258.7594;Proteoglycan 4 OS=Homo sapiens OX=9606 GN=PRG4 PE=1 SV=3;90848.3584840988;90505.5516429223;86207.4365189656;240596.348191189;233779.164659214;232532.4671959;323040.191941478;296698.86083338;324694.938068501;209015.373131465;200488.499506493;203049.073445158;322160.198452108;304200.091543819;313072.944796126;308551.055771951;302944.34841057;291566.035344192;395781.252717603;381512.821352153;391407.723509901;645914.611296379;657462.219568855;643713.81739238
P55058;16;12;111.1338;0.000554454761074519;3.20314740221737E-05;1.57858705334153;0.995278204548869;W4;W8;54967.6638;Phospholipid transfer protein OS=Homo sapiens OX=9606 GN=PLTP PE=1 SV=1;98848.3960869483;92813.8491245705;98003.872293006;96177.5784883405;96196.7031601429;98589.977949244;57376.028504417;63181.1923871575;63762.2051304618;90440.215414811;89131.6479938212;95803.69591728;79793.550934517;80914.6191273089;80123.687075895;80019.9231566023;81731.6245853187;83868.1706633491;70059.8175346205;55313.6339482337;75432.6476152167;56568.890389887;77758.5261829103;66211.5459885168
P03952;44;37;295.2731;0.000566214684688759;3.25291310230361E-05;5.16050895218458;0.995150325531304;W28;W12;73452.7847;Plasma kallikrein OS=Homo sapiens OX=9606 GN=KLKB1 PE=1 SV=2;137651.412027836;128485.109796736;135095.80208748;224503.727781003;217900.125549884;212545.007461206;118194.601497435;112349.088908379;115300.199144664;76733.1370194016;79059.2795335713;75217.602691777;117298.835674778;114773.199956441;114873.031288447;116930.559988301;111429.905698197;114761.344703081;197544.066749126;224533.860608581;193168.093827982;386619.801275048;405780.766741979;399728.704339836
P01019;95;85;414.7386;0.000593586027490933;3.39132126379535E-05;4.73061199971964;0.994851602811545;W16;W4;52355.1623;Angiotensinogen OS=Homo sapiens OX=9606 GN=AGT PE=1 SV=4;1098361.07766988;1102447.27403661;1062719.82310291;227038.938005933;429733.744149516;217238.079629846;992559.858344738;956100.418859994;958435.625719676;1248535.71199756;1198245.37156523;1153855.88251735;1398959.79849623;1380961.05741532;1354684.94167407;1332408.91745411;1295241.64796129;1232897.4345979;1139511.61832389;1069227.12893366;1052856.86721387;1121734.51211116;1073761.43751288;999792.919824531
Q562R1;15;7;101.6078;0.000643320247262547;3.65527175487878E-05;1.91157669196978;0.9943054837763;W28;W0;42345.4528;Beta-actin-like protein 2 OS=Homo sapiens OX=9606 GN=ACTBL2 PE=1 SV=2;45449.6533670358;51481.3372206442;52884.392651817;49786.4774561685;49081.5133661878;53977.6300250155;53633.6113130726;53237.7756153063;51565.5176066344;39527.9092142122;39093.6628793044;39401.566803645;49431.9349843626;50893.72693006;49380.5582072402;50813.6367933583;46866.2204827722;45951.4946813652;49268.4717210752;53551.8113340585;48290.4033888827;73639.292458819;72740.2661910411;70281.4080502317
Q9UFH2;14;10;86.4817;0.000694374872189263;3.92379893490563E-05;2.89831418455039;0.993741299612525;W12;W28;513077.7594;Dynein axonemal heavy chain 17 OS=Homo sapiens OX=9606 GN=DNAH17 PE=1 SV=3;77274.3762557855;110035.927889678;93146.099372806;40514.1339596253;44036.1513390959;39131.7650395872;45495.5991350693;40497.8182940735;43156.8689988229;97369.1446617332;100125.201505639;95068.6509351786;94447.1509149638;83467.0837674757;81068.8097836015;99953.6425667149;87448.9829534946;92377.8596156549;91138.0798318356;84599.2068470658;78366.7890268137;37470.5798797157;33048.2140673535;30423.6775979663
"A0A075B6R9;A0A0C4DH68";4;2;40.2261;0.00100866680498268;5.66883405339485E-05;1.42259128057045;0.990232634288465;W2;W28;13135.985;Probable non-functional immunoglobulin kappa variable 2D-24 OS=Homo sapiens OX=9606 GN=IGKV2D-24 PE=1 SV=1;48360.5353052841;47912.2647875746;48732.2651865743;46436.6411232776;48114.07228469;48864.2125115967;38248.8226327235;36109.4233452096;37386.5922005399;36267.3044880161;35651.0183790686;37427.3474583971;36803.2310625516;42072.1836712312;39793.8997049373;42286.5342856425;42437.6554153232;35201.9743562164;37223.2835750769;37332.7279471644;36960.0342371219;33550.5967237857;35876.9742194518;32502.6652812435
A0A087WSY6;4;3;19.8479;0.00117796096066181;6.58450311535332E-05;2.10922353816838;0.988341965695913;W4;W24;12648.3047;Immunoglobulin kappa variable 3D-15 OS=Homo sapiens OX=9606 GN=IGKV3D-15 PE=1 SV=6;7058.87634964081;6394.90370628693;7763.60609601667;9007.10983864914;11530.7442368642;13864.8058364855;6813.80036779107;6567.80384191338;6746.50316003106;5600.72364102302;5406.0006118001;5530.44660798454;6011.78607095524;6347.81404386075;6044.73728639733;6841.08573578689;7147.62444462547;6321.93079218065;5247.86771861431;5681.88906132159;5380.82353051979;8175.78186384021;10115.4166322973;5466.14509640879
P02765;46;40;262.3467;0.00120479182022992;6.69827393165065E-05;6.85474944337577;0.98804321438206;W0;W4;40139.1565;Alpha-2-HS-glycoprotein OS=Homo sapiens OX=9606 GN=AHSG PE=1 SV=2;134297.421922488;137601.175297817;129638.716089567;110832.899089041;114327.350837472;111251.544174159;245092.388935462;252588.032278881;258307.192216507;257550.003920222;259480.495081027;260766.414331196;268075.976527613;280406.41938888;296398.595068473;253509.518267608;252422.138485447;239230.712044964;304999.101218553;321460.614048035;358714.422255213;583572.266570522;593174.321135575;582129.836363079
Q96JB1;24;14;129.4936;0.00132966141152169;7.35297851461546E-05;10.8142154161794;0.986657312145458;W28;W2;518314.5462;Dynein axonemal heavy chain 8 OS=Homo sapiens OX=9606 GN=DNAH8 PE=1 SV=2;97321.2294822161;181289.061574268;186244.075494661;214381.920212983;202492.111040282;242535.034692126;145515.786544577;183849.910182961;162766.084731601;218094.495434156;222249.377586227;232142.418881359;257348.78592986;240146.944716311;232112.432011306;222390.245312148;187782.611183466;158633.125950231;235526.383501569;295419.829282098;234433.728674841;1555861.70334426;1747959.62893053;1723213.92476092
Q06033;37;32;274.927;0.00135438530567067;7.44986190274862E-05;1.416680392547;0.986383882635962;W20;W4;100134.5391;Inter-alpha-trypsin inhibitor heavy chain H3 OS=Homo sapiens OX=9606 GN=ITIH3 PE=1 SV=2;150865.180231039;146023.105747628;141949.076048569;131073.52470412;129192.90063566;118776.872339458;139767.104244768;132546.267331604;133305.973554469;143646.250083793;141141.30856765;138853.267784524;151516.771237084;153862.038737173;158526.368742377;175242.723147771;183747.375095885;177993.109504877;161823.030138412;154252.619758929;153139.479488713;157105.952234268;157472.51037014;158423.331913376
O75636;10;10;78.9281;0.0014342792453228;7.82910470637249E-05;3.18023697300462;0.985502764333979;W28;W2;33416.275;Ficolin-3 OS=Homo sapiens OX=9606 GN=FCN3 PE=1 SV=2;35819.3508005929;32028.9516195823;33434.6616916231;38270.6830076135;39194.7144000042;47083.2239852492;41270.5400565879;59667.9148337343;54826.5978965296;36479.6838307463;39408.3568127207;37638.6794757705;46112.0745085732;46234.2160254577;43617.7430556672;46084.3726860635;45465.7056480896;46192.3207625195;64523.97090756;61693.8547996828;63655.6618110251;107782.100032002;110732.917099755;103588.810072085
P01009;168;153;883.4582;0.00143847349458892;7.82910470637249E-05;3.31345353248486;0.985456615360617;W0;W2;46907.7136;Alpha-1-antitrypsin OS=Homo sapiens OX=9606 GN=SERPINA1 PE=1 SV=3;1066061.51214799;1011121.89646709;1014981.36094714;1157715.98985847;1179694.60342939;1176731.91891707;1529970.93383081;1454769.87420207;1505675.34792768;1538674.66823901;1545693.25539963;1525136.57595575;1699262.74206286;1635948.45606856;1671716.98846344;1458734.32684782;1453083.64817236;1350432.46202434;1664200.26732577;1724634.47225878;1658104.43320245;2538456.4416117;2578002.66227988;2573166.42460811
P08185;25;19;168.5019;0.00145655373472686;7.87544512152387E-05;2.18616382564707;0.985257807040668;W12;W4;45312.064;Corticosteroid-binding globulin OS=Homo sapiens OX=9606 GN=SERPINA6 PE=1 SV=1;212217.003721771;213853.651278427;201877.505906393;156682.382608953;129169.183633078;118552.321744243;186314.265125921;182102.122557912;195721.648468232;288160.10682569;297998.573285829;297934.470755101;207220.022366273;212285.399728459;214246.434915189;199170.910485687;200520.185936795;193417.491904367;170284.291019487;144535.912176881;164712.077062808;190076.696759972;185866.422205582;179533.15222766
"P02787;Q86TE4";317;281;1482.65;0.00146221925960766;7.87544512152387E-05;5.96481921982082;0.985195552335764;W0;W20;79331.0555;Serotransferrin OS=Homo sapiens OX=9606 GN=TF PE=1 SV=4;1978105.80360628;1851930.78013612;1782124.80310882;3059091.96080549;3202591.66982588;3137231.00685989;2617950.53527695;2502324.00844041;2517018.07673639;2101201.53905683;2027016.35098026;2001558.52158807;2217333.67097356;2114853.74156723;2159687.95297764;2016868.08555091;1834870.09473102;1704428.61408366;1996454.31750621;2463752.76201371;2021688.54220226;3039067.31034707;3089663.89824431;2874446.3000572
P61769;1;1;6.3163;0.00148041054482095;7.93210946990231E-05;28.5503514602505;0.98499580038821;W2;W28;13828.6371;Beta-2-microglobulin OS=Homo sapiens OX=9606 GN=B2M PE=1 SV=1;10305.7207839523;11178.2748166585;12668.3049621266;10210.9675585992;10305.6306437255;9069.70229287925;3543.40574305757;3207.89329416075;2244.52815177408;9345.26739803887;10685.0324214091;10217.1745584063;5852.62235552756;5843.01824348218;6071.5920595164;7692.40016613001;8277.42262695473;7959.10919679135;3795.38568652476;4667.69435077923;4324.37874475263;403.136822811433;293.711544555845;499.364597306247
P07195;3;2;16.7641;0.00149731624675575;7.98133694021288E-05;3.63613651784866;0.984810357374144;W0;W28;36923.7028;L-lactate dehydrogenase B chain OS=Homo sapiens OX=9606 GN=LDHB PE=1 SV=2;23730.6741348474;27774.6409104863;28850.8904795456;18134.5906609813;18329.5720947143;15919.4870296762;12977.464193048;13630.9282477813;13398.5586769276;30653.0291448832;31842.2387948712;31886.4754923013;14212.6714725165;11894.0552720115;12377.4562623511;12414.0159916832;12666.4218497666;11652.9861755555;12252.9463103296;14062.8084317688;12036.5189500466;8754.57688348125;9512.67780492604;16334.8556006817
"P27169;Q15165";38;31;269.5002;0.00156107019984475;8.27850013677086E-05;2.14592274789513;0.984112734225047;W0;W8;39902.4477;Serum paraoxonase/arylesterase 1 OS=Homo sapiens OX=9606 GN=PON1 PE=1 SV=3;309491.665609205;287398.521405083;274114.185054967;279667.696117334;285603.832602447;298265.99422563;218098.310494249;206172.668598125;209269.97904434;238866.690337263;232991.475173241;224615.001311154;257283.29209602;253623.736208651;264521.655539774;245703.836624677;257654.38581388;253858.342065618;338872.840987786;364283.59531115;324061.271943858;359185.160117888;352559.166604449;354936.438187379
P19827;83;76;507.5606;0.00172981420061724;9.12656234843788E-05;2.03812949053458;0.982279924762213;W0;W2;101845.5159;Inter-alpha-trypsin inhibitor heavy chain H1 OS=Homo sapiens OX=9606 GN=ITIH1 PE=1 SV=3;361177.024306183;351276.891374313;344720.548177791;506172.234308808;511295.034435501;494394.44915511;367772.92783074;363381.970927128;376384.589072941;373662.861147633;375712.503430059;369405.936091412;431331.606407596;440406.579260855;434170.603312914;389015.534273311;409597.428294102;393214.086972729;462170.384202601;438165.616065246;467126.24535004;622710.812661592;638809.931123241;639884.077362844
A0A0C4DH36;4;2;25.7918;0.0018865116699941;9.90277948479961E-05;3.16332874847097;0.980596604524717;W2;W28;12929.6469;Probable non-functional immunoglobulin heavy variable 3-38 OS=Homo sapiens OX=9606 GN=IGHV3-38 PE=1 SV=1;9449.93108404688;8583.62250532149;8779.78600770779;7012.97569619693;7507.33505846355;7565.34584264723;5472.43105992043;5536.80410459094;5848.41678912494;4375.23087063373;4067.79763989498;4525.63615566242;5391.72796407478;5283.59646543929;5463.8536945757;5381.58401847985;5224.91322698869;5111.63148306049;5437.92109990311;5952.66021929718;5727.32448342692;2691.90544348036;2416.4001694913;3367.999484953
P23142;19;14;93.5978;0.00209730175142342;0.000109536678500467;6.39140835821813;0.978361589628216;W0;W4;81320.1098;Fibulin-1 OS=Homo sapiens OX=9606 GN=FBLN1 PE=1 SV=4;361452.065967606;342209.22143643;352053.054786123;236814.16669105;232889.688118165;238472.051861907;308588.385767631;289239.69135678;305206.432894948;430155.282045369;425179.994427013;413083.372133907;492149.129935671;457385.752823885;457017.947398838;490421.640163668;452569.180056195;407132.324509963;321280.190198189;350113.63796267;345229.980655583;476326.273695779;486393.93233912;484738.191665566
P40616;3;1;18.2257;0.00229964191223897;0.000119500845278676;1.53947916319705;0.976248358231395;W24;W8;20531.6325;ADP-ribosylation factor-like protein 1 OS=Homo sapiens OX=9606 GN=ARL1 PE=1 SV=1;30323.9046703051;31316.9084837408;30785.9801635892;30842.3968137977;31317.7241824591;28874.4742533311;20229.5577014611;21895.650373112;21694.5496332651;28396.8600447263;28271.0415827431;28770.3338331646;25892.8609500861;26347.4475526081;26881.9215013202;27078.1463666116;25879.8870265168;24839.1260167695;28682.6928425864;36692.0224378732;32874.4719110413;29493.9164049409;32404.776160509;33254.2536910813
A2CJ06;5;3;30.7667;0.00248085072723891;0.000127734144537008;1.52548191979753;0.974382562862137;W0;W2;66118.2791;Dystrotelin OS=Homo sapiens OX=9606 GN=DYTN PE=2 SV=1;232159.709791157;227203.487632346;221539.019033045;337227.809337098;340870.095927427;341398.996649086;251763.095133006;247948.933786518;246702.733387488;242472.258563387;240068.97798004;246456.912335657;277885.838968821;284871.386209464;289010.605900526;310260.505337944;316510.406956519;299222.377599998;271701.02456086;296873.596614043;272787.657680443;322965.08385527;340285.861161623;330850.917884118
O43866;30;28;204.8281;0.0024827856286519;0.000127734144537008;1.41805233725228;0.974362775867544;W4;W24;39627.5677;CD5 antigen-like OS=Homo sapiens OX=9606 GN=CD5L PE=1 SV=1;161690.556627411;143930.431928912;154727.986856701;163676.162333338;172151.043368526;171675.181089695;115378.189156403;127896.033363152;132231.596600229;149750.87051062;155276.218599044;155403.470539268;131180.59588083;128359.521570251;131977.168861361;128692.691126944;126313.478526241;120908.036758225;117449.711893332;119273.823853247;121163.386660623;121543.063633292;121098.281227762;137019.249107549
P06727;71;67;465.3494;0.00266820732402173;0.000136594131407622;1.5765486194079;0.9724797424862;W12;W0;45372.0928;Apolipoprotein A-IV OS=Homo sapiens OX=9606 GN=APOA4 PE=1 SV=4;247100.787370536;236888.302412974;234512.929228788;304156.286920906;306917.136803126;309600.99486498;260942.228822228;265844.572187703;264606.778298425;319642.643673056;331204.304055989;332984.75330782;297546.579488356;295769.979882911;290798.504558404;329535.260256998;321645.390673762;315345.643710199;264648.176658093;273327.042463942;266955.678089161;215381.825023837;227520.115964845;224730.542951589
Q14624;89;78;656.906;0.00326859480363861;0.00016650561605327;2.28584972811972;0.966556172490203;W0;W28;103585.7087;Inter-alpha-trypsin inhibitor heavy chain H4 OS=Homo sapiens OX=9606 GN=ITIH4 PE=1 SV=4;440418.805191721;418929.767636113;435615.291792531;556244.337139257;567264.396430236;574842.183865494;413193.150418567;400967.788105523;393943.865156358;387322.000163678;376838.396936048;384134.940033437;447352.271304211;450961.64679143;436485.398180375;442454.089858243;442375.201096844;439666.49365029;439026.862757843;475897.984801304;430624.50610294;323824.026510512;320660.71989288;308109.120791351
P01008;75;69;521.5051;0.00363454538986185;0.000184239933336432;2.4825840454066;0.96306933372989;W0;W8;53058.7536;Antithrombin-III OS=Homo sapiens OX=9606 GN=SERPINC1 PE=1 SV=1;509287.475778816;476401.160977594;454980.795362596;643329.7546586;633583.435149496;640103.137664353;395176.928562492;394972.474098758;404138.181268936;457738.92672154;457856.486720175;450132.194691892;470691.70514642;466432.075081872;458153.70031541;466402.356423154;462280.865000435;451803.035017415;447508.883378181;441623.622171825;450192.580634526;476771.267637859;505926.420635015;505735.217866438
Q02224;18;9;114.7767;0.00373301313555685;0.000188308314182371;2.57342458564883;0.962146300495844;W28;W8;317784.4174;Centromere-associated protein E OS=Homo sapiens OX=9606 GN=CENPE PE=1 SV=2;45177.9000737952;43515.3099622746;47665.9090455147;52278.2358598583;35782.9359360201;62659.7525943407;25734.3651167505;27819.4209043684;26652.455173115;31854.5689524122;33548.8629645149;31615.713859558;39901.387605496;38331.2858046617;36226.0587126852;37113.3037175509;36319.2645515275;34327.4461675396;46019.1577186611;47788.4301703979;43524.0628279057;67059.7597848238;70034.951461257;69310.0017656413
P08571;12;9;88.9128;0.00390640563557199;0.000195947679018855;3.87744848133549;0.960536072112244;W0;W28;40703.5582;Monocyte differentiation antigen CD14 OS=Homo sapiens OX=9606 GN=CD14 PE=1 SV=2;18232.8860754844;17899.2916543211;18224.278748222;18145.2739428681;16606.8549986806;17949.3927204654;14553.6881174145;13981.8290618242;13670.0507495197;17473.1444861463;16550.5751656974;16526.9214992064;16928.4486339133;17232.6803605358;15920.4678979892;13357.941879022;14744.9791446066;14307.4410190818;13451.8569399112;11870.1172238576;11814.6693478484;7527.88537844079;6639.71431870805;6105.15362037095
P36980;12;7;70.3581;0.00392235258896012;0.000195947679018855;1.70915278317141;0.960388934810487;W4;W28;31563.2084;Complement factor H-related protein 2 OS=Homo sapiens OX=9606 GN=CFHR2 PE=1 SV=1;37171.852701908;35687.8067630734;36651.6885788025;41583.0575301465;41945.7543542123;40260.5505215091;32922.0976068576;31010.8715440661;32795.5836702416;33907.1181593131;28937.0328098171;32997.5097055251;30637.4493532548;31519.7773235898;31229.5284574702;32299.419048704;31938.169619726;32850.138100409;29735.1572285886;30191.6558571201;32068.2355684663;23871.2109820202;23397.8639168199;25158.2491091234
A0A0C4DH25;5;2;30.4228;0.00439214031339275;0.000218361821921638;2.19910569469312;0.956124164800737;W0;W28;12629.139;Immunoglobulin kappa variable 3D-20 OS=Homo sapiens OX=9606 GN=IGKV3D-20 PE=1 SV=1;34971.1753778873;36004.8379321413;34878.89174757;39353.5423122729;40925.1544207839;41607.6987888749;36317.4000459321;35656.865143129;36574.9051046945;32741.9293722381;32523.3951342164;32501.620631612;35657.6830597434;36383.3022072832;35306.9928288171;35151.1248562511;34358.8209770473;35487.1489495596;36147.9064736112;40398.1948804431;36452.4968237013;28132.2111216617;23350.3796646563;30236.7750977571
P02750;22;20;151.3942;0.00451278293771762;0.000223286258721969;1.33141089973986;0.955050074701966;W28;W8;38406.0628;Leucine-rich alpha-2-glycoprotein OS=Homo sapiens OX=9606 GN=LRG1 PE=1 SV=2;118110.839248961;112839.072353133;100321.706453504;123123.973268923;122080.094726638;121394.99984122;92271.8225088187;93555.0377047286;96080.5931026187;98181.4938620363;97259.7882567457;98766.3063222226;115003.395518776;116905.503917843;116618.753016005;111511.799450254;110895.055646262;103440.535034092;102843.314065371;123898.911137795;111695.332338593;124928.2283533;124647.737687596;125758.690022154
